unique_id,ward_id,disease_type,date,new_cases,rainfall_mm,humidity,temperature,citizen_reports,total_beds,occupied_beds,available_beds,icu_beds
Ward_005__Malaria,Ward_005,Malaria,2023-03-06,1,7.57,59.5,25.6,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-03-13,3,19.76,61.6,22.7,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-03-20,1,0.0,68.2,29.1,0,170,71,99,17
Ward_005__Malaria,Ward_005,Malaria,2023-03-27,1,19.11,62.9,21.9,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-04-03,0,12.05,59.4,25.7,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-04-10,3,12.68,65.4,27.0,0,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2023-04-17,4,25.56,60.2,26.9,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-04-24,5,11.29,63.7,23.9,1,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2023-05-01,4,4.94,58.8,25.5,1,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2023-05-08,3,13.59,69.2,25.4,2,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2023-05-15,6,15.35,64.5,25.3,4,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2023-05-22,8,34.74,64.0,24.6,8,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2023-05-29,4,8.11,60.2,30.2,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-06-05,2,97.71,75.0,26.4,2,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2023-06-12,4,94.59,79.8,21.8,3,170,82,88,17
Ward_005__Malaria,Ward_005,Malaria,2023-06-19,5,53.25,65.6,27.1,3,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2023-06-26,9,73.54,75.1,24.3,4,170,93,77,17
Ward_005__Malaria,Ward_005,Malaria,2023-07-03,14,82.41,84.7,26.5,4,170,89,81,17
Ward_005__Malaria,Ward_005,Malaria,2023-07-10,6,0.0,60.0,27.2,2,170,102,68,17
Ward_005__Malaria,Ward_005,Malaria,2023-07-17,6,63.77,76.0,29.7,4,170,100,70,17
Ward_005__Malaria,Ward_005,Malaria,2023-07-24,2,32.76,65.2,28.8,0,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2023-07-31,6,60.13,66.3,24.6,3,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2023-08-07,8,95.26,79.7,26.0,4,170,82,88,17
Ward_005__Malaria,Ward_005,Malaria,2023-08-14,5,65.55,79.3,26.6,4,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2023-08-21,11,60.59,75.6,23.8,7,170,84,86,17
Ward_005__Malaria,Ward_005,Malaria,2023-08-28,6,83.37,77.7,25.1,5,170,116,54,17
Ward_005__Malaria,Ward_005,Malaria,2023-09-04,5,126.31,75.2,24.4,2,170,84,86,17
Ward_005__Malaria,Ward_005,Malaria,2023-09-11,20,75.08,74.2,21.3,8,170,88,82,17
Ward_005__Malaria,Ward_005,Malaria,2023-09-18,12,83.16,76.8,26.9,7,170,101,69,17
Ward_005__Malaria,Ward_005,Malaria,2023-09-25,8,127.33,82.3,23.9,5,170,93,77,17
Ward_005__Malaria,Ward_005,Malaria,2023-10-02,11,12.32,70.3,26.0,7,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2023-10-09,4,17.77,61.4,27.4,3,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-10-16,4,9.49,59.0,22.0,2,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2023-10-23,1,0.0,51.2,27.1,0,170,73,97,17
Ward_005__Malaria,Ward_005,Malaria,2023-10-30,4,7.98,59.5,23.7,1,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-11-06,3,5.67,56.1,26.2,5,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2023-11-13,3,8.19,57.0,22.9,2,170,73,97,17
Ward_005__Malaria,Ward_005,Malaria,2023-11-20,6,20.01,74.3,25.7,2,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-11-27,2,0.0,59.4,30.0,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-12-04,3,0.0,57.4,24.9,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2023-12-11,4,7.1,53.3,20.9,2,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2023-12-18,3,7.03,56.4,19.0,2,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2023-12-25,2,17.07,62.9,23.4,2,170,73,97,17
Ward_005__Malaria,Ward_005,Malaria,2024-01-01,3,11.9,67.4,19.8,5,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2024-01-08,2,0.0,62.2,20.6,1,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2024-01-15,1,12.85,68.4,20.0,1,170,73,97,17
Ward_005__Malaria,Ward_005,Malaria,2024-01-22,2,13.81,69.0,16.3,1,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2024-01-29,3,12.07,57.7,23.2,2,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2024-02-05,3,1.81,63.0,20.6,4,170,72,98,17
Ward_005__Malaria,Ward_005,Malaria,2024-02-12,0,14.88,59.1,24.7,0,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2024-02-19,1,12.38,63.7,16.8,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-02-26,1,8.93,61.9,18.7,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-03-04,1,16.1,62.8,24.6,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-03-11,2,6.36,68.0,20.9,0,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2024-03-18,3,10.19,59.4,29.3,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-03-25,3,13.54,63.6,25.4,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2024-04-01,5,22.02,58.1,26.2,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-04-08,1,11.67,59.9,24.2,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-04-15,3,9.73,69.9,27.4,0,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2024-04-22,4,11.65,61.3,25.7,4,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2024-04-29,1,0.0,51.8,28.4,0,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-05-06,2,9.29,61.8,24.7,1,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2024-05-13,6,17.89,66.8,24.2,3,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2024-05-20,5,18.36,65.7,25.6,2,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2024-05-27,3,2.89,58.0,27.3,1,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-06-03,16,100.4,86.7,23.4,10,170,105,65,17
Ward_005__Malaria,Ward_005,Malaria,2024-06-10,6,106.21,82.5,22.8,3,170,82,88,17
Ward_005__Malaria,Ward_005,Malaria,2024-06-17,8,46.78,77.5,25.7,7,170,86,84,17
Ward_005__Malaria,Ward_005,Malaria,2024-06-24,6,102.3,87.7,22.8,2,170,92,78,17
Ward_005__Malaria,Ward_005,Malaria,2024-07-01,13,77.11,72.1,27.2,7,170,87,83,17
Ward_005__Malaria,Ward_005,Malaria,2024-07-08,4,37.03,61.2,25.3,1,170,85,85,17
Ward_005__Malaria,Ward_005,Malaria,2024-07-15,10,143.1,97.7,28.3,4,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2024-07-22,6,114.72,80.1,25.6,4,170,94,76,17
Ward_005__Malaria,Ward_005,Malaria,2024-07-29,13,21.99,58.3,24.4,9,170,96,74,17
Ward_005__Malaria,Ward_005,Malaria,2024-08-05,11,81.83,78.0,23.0,2,170,88,82,17
Ward_005__Malaria,Ward_005,Malaria,2024-08-12,2,103.83,73.1,27.7,0,170,97,73,17
Ward_005__Malaria,Ward_005,Malaria,2024-08-19,3,56.48,71.4,22.4,0,170,95,75,17
Ward_005__Malaria,Ward_005,Malaria,2024-08-26,4,74.91,66.3,25.0,4,170,86,84,17
Ward_005__Malaria,Ward_005,Malaria,2024-09-02,4,86.95,78.0,23.8,1,170,84,86,17
Ward_005__Malaria,Ward_005,Malaria,2024-09-09,12,69.95,74.6,28.5,3,170,96,74,17
Ward_005__Malaria,Ward_005,Malaria,2024-09-16,6,80.58,73.3,25.7,3,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2024-09-23,21,116.25,82.2,31.4,10,170,90,80,17
Ward_005__Malaria,Ward_005,Malaria,2024-09-30,2,41.87,71.7,24.5,2,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2024-10-07,2,18.97,69.5,27.3,0,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2024-10-14,9,19.86,60.3,27.2,4,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2024-10-21,4,13.01,61.5,24.1,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2024-10-28,0,0.0,65.8,25.7,0,170,72,98,17
Ward_005__Malaria,Ward_005,Malaria,2024-11-04,4,10.6,55.5,27.6,3,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-11-11,3,0.0,62.0,25.5,5,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-11-18,1,15.45,59.4,24.8,2,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2024-11-25,4,22.37,66.5,26.7,5,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-12-02,6,8.12,66.0,17.9,3,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2024-12-09,1,18.68,67.3,18.6,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2024-12-16,3,0.0,59.8,21.1,1,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2024-12-23,3,0.0,69.7,20.1,3,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2024-12-30,1,0.0,53.1,20.9,1,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2025-01-06,3,16.21,65.5,20.8,1,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2025-01-13,2,8.02,68.8,20.5,0,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2025-01-20,1,16.92,63.1,23.9,0,170,72,98,17
Ward_005__Malaria,Ward_005,Malaria,2025-01-27,3,0.0,68.1,22.1,0,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2025-02-03,3,20.5,61.2,21.9,0,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2025-02-10,4,0.28,63.3,21.0,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-02-17,3,6.14,58.6,19.4,1,170,76,94,17
Ward_005__Malaria,Ward_005,Malaria,2025-02-24,2,21.91,69.1,25.6,2,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2025-03-03,3,0.0,65.3,22.6,1,170,77,93,17
Ward_005__Malaria,Ward_005,Malaria,2025-03-10,5,14.88,61.3,25.7,2,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2025-03-17,1,2.32,57.4,26.2,0,170,72,98,17
Ward_005__Malaria,Ward_005,Malaria,2025-03-24,2,9.33,60.2,21.7,2,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2025-03-31,4,28.31,63.6,23.4,3,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-04-07,5,3.3,56.0,25.9,5,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-04-14,3,0.0,59.4,28.1,1,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-04-21,1,12.8,74.9,25.0,0,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2025-04-28,4,10.16,69.6,24.0,2,170,79,91,17
Ward_005__Malaria,Ward_005,Malaria,2025-05-05,2,18.71,59.4,30.1,1,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2025-05-12,1,13.99,60.9,23.5,0,170,71,99,17
Ward_005__Malaria,Ward_005,Malaria,2025-05-19,3,19.31,60.7,26.6,0,170,78,92,17
Ward_005__Malaria,Ward_005,Malaria,2025-05-26,6,22.11,72.6,27.0,5,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-06-02,3,89.77,69.7,28.5,1,170,83,87,17
Ward_005__Malaria,Ward_005,Malaria,2025-06-09,3,53.8,60.5,24.6,3,170,81,89,17
Ward_005__Malaria,Ward_005,Malaria,2025-06-16,14,82.7,78.4,27.7,4,170,103,67,17
Ward_005__Malaria,Ward_005,Malaria,2025-06-23,8,44.4,70.3,24.7,8,170,88,82,17
Ward_005__Malaria,Ward_005,Malaria,2025-06-30,6,113.35,87.1,23.3,3,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2025-07-07,8,100.17,79.4,25.0,2,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2025-07-14,6,81.23,79.2,25.4,4,170,87,83,17
Ward_005__Malaria,Ward_005,Malaria,2025-07-21,9,75.28,70.7,24.3,5,170,104,66,17
Ward_005__Malaria,Ward_005,Malaria,2025-07-28,26,109.06,86.6,23.2,9,170,93,77,17
Ward_005__Malaria,Ward_005,Malaria,2025-08-04,5,39.54,69.6,26.4,2,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2025-08-11,8,105.59,75.3,25.2,4,170,83,87,17
Ward_005__Malaria,Ward_005,Malaria,2025-08-18,12,106.66,78.5,23.7,12,170,93,77,17
Ward_005__Malaria,Ward_005,Malaria,2025-08-25,5,71.88,69.5,27.0,3,170,87,83,17
Ward_005__Malaria,Ward_005,Malaria,2025-09-01,10,72.61,70.9,23.8,7,170,91,79,17
Ward_005__Malaria,Ward_005,Malaria,2025-09-08,7,91.87,77.3,27.0,4,170,86,84,17
Ward_005__Malaria,Ward_005,Malaria,2025-09-15,21,74.49,79.0,26.9,16,170,93,77,17
Ward_005__Malaria,Ward_005,Malaria,2025-09-22,8,100.97,76.3,24.2,6,170,90,80,17
Ward_005__Malaria,Ward_005,Malaria,2025-09-29,8,42.5,67.4,27.1,1,170,86,84,17
Ward_005__Malaria,Ward_005,Malaria,2025-10-06,4,12.71,62.9,26.1,2,170,75,95,17
Ward_005__Malaria,Ward_005,Malaria,2025-10-13,8,1.0,62.6,26.5,5,170,80,90,17
Ward_005__Malaria,Ward_005,Malaria,2025-10-20,1,5.34,71.4,26.9,1,170,74,96,17
Ward_005__Malaria,Ward_005,Malaria,2025-10-27,4,3.16,64.2,23.9,0,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-01-02,7,1.46,59.0,21.3,0,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-01-09,5,7.49,60.7,21.0,2,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2023-01-16,3,22.74,61.0,21.5,1,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-01-23,4,31.4,70.0,24.6,2,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-01-30,11,0.0,55.5,21.4,5,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2023-02-06,6,0.0,50.9,23.0,1,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2023-02-13,6,6.69,69.6,21.3,4,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2023-02-20,4,13.01,68.3,19.6,2,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2023-02-27,2,5.28,64.3,17.2,3,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2023-03-06,6,7.67,66.2,24.2,6,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-03-13,3,16.41,61.6,23.6,1,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-03-20,2,5.94,60.9,28.1,3,170,71,99,17
Ward_005__Influenza,Ward_005,Influenza,2023-03-27,2,20.14,65.4,26.2,1,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-04-03,4,10.63,57.7,25.9,2,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-04-10,4,11.17,60.4,29.1,2,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2023-04-17,7,14.38,56.0,24.6,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-04-24,5,15.59,69.0,25.0,3,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2023-05-01,8,30.52,59.9,25.0,7,170,81,89,17
Ward_005__Influenza,Ward_005,Influenza,2023-05-08,3,11.38,68.2,29.4,1,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2023-05-15,4,3.72,62.1,23.7,3,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-05-22,1,9.94,64.9,25.9,0,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-05-29,2,0.66,56.6,25.8,3,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-06-05,7,116.37,81.3,23.4,4,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2023-06-12,8,24.48,61.6,26.2,2,170,82,88,17
Ward_005__Influenza,Ward_005,Influenza,2023-06-19,3,59.59,88.8,23.9,4,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-06-26,12,101.08,82.3,25.7,4,170,93,77,17
Ward_005__Influenza,Ward_005,Influenza,2023-07-03,8,65.02,66.1,24.1,3,170,89,81,17
Ward_005__Influenza,Ward_005,Influenza,2023-07-10,22,89.07,84.4,21.5,12,170,102,68,17
Ward_005__Influenza,Ward_005,Influenza,2023-07-17,11,110.13,83.9,25.6,3,170,100,70,17
Ward_005__Influenza,Ward_005,Influenza,2023-07-24,3,74.67,74.9,26.0,0,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2023-07-31,5,82.55,75.2,26.9,2,170,81,89,17
Ward_005__Influenza,Ward_005,Influenza,2023-08-07,2,56.27,75.1,24.4,0,170,82,88,17
Ward_005__Influenza,Ward_005,Influenza,2023-08-14,7,46.85,69.5,30.6,1,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2023-08-21,6,85.55,86.4,28.7,2,170,84,86,17
Ward_005__Influenza,Ward_005,Influenza,2023-08-28,25,60.13,73.9,26.5,13,170,116,54,17
Ward_005__Influenza,Ward_005,Influenza,2023-09-04,6,82.31,75.7,21.7,5,170,84,86,17
Ward_005__Influenza,Ward_005,Influenza,2023-09-11,3,118.39,90.3,21.5,2,170,88,82,17
Ward_005__Influenza,Ward_005,Influenza,2023-09-18,22,70.05,73.0,27.4,9,170,101,69,17
Ward_005__Influenza,Ward_005,Influenza,2023-09-25,3,75.97,80.0,26.0,2,170,93,77,17
Ward_005__Influenza,Ward_005,Influenza,2023-10-02,2,3.38,61.1,25.7,2,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2023-10-09,4,9.14,55.2,25.7,3,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-10-16,5,31.09,63.1,24.2,2,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2023-10-23,2,11.53,58.4,28.5,1,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2023-10-30,4,0.34,60.0,27.4,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-11-06,4,12.67,64.9,24.2,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2023-11-13,3,2.12,63.7,28.3,1,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2023-11-20,1,0.0,58.6,26.1,0,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-11-27,4,0.0,65.4,25.1,2,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-12-04,4,15.82,65.1,19.1,2,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2023-12-11,8,0.0,60.1,22.9,4,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2023-12-18,3,21.68,69.3,24.0,1,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2023-12-25,5,12.65,53.3,21.7,5,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2024-01-01,8,0.0,58.6,15.9,2,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2024-01-08,7,10.17,71.2,21.8,3,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2024-01-15,6,15.23,58.6,22.4,1,170,73,97,17
Ward_005__Influenza,Ward_005,Influenza,2024-01-22,9,14.48,58.8,22.6,7,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2024-01-29,9,19.02,56.4,18.5,1,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2024-02-05,2,10.33,63.1,19.6,1,170,72,98,17
Ward_005__Influenza,Ward_005,Influenza,2024-02-12,10,0.0,68.3,21.7,4,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2024-02-19,6,6.46,71.6,18.4,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-02-26,7,10.88,66.8,18.7,4,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-03-04,8,0.0,60.2,22.5,3,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-03-11,3,7.23,65.1,25.6,2,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2024-03-18,5,6.5,59.9,25.0,3,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-03-25,2,4.81,71.8,24.5,2,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2024-04-01,2,0.0,64.3,23.9,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-04-08,4,21.57,54.2,27.0,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-04-15,5,5.94,56.3,29.3,1,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2024-04-22,7,12.98,58.9,27.3,2,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2024-04-29,7,17.74,66.1,26.9,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-05-06,6,8.02,60.2,25.3,3,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2024-05-13,9,14.76,65.3,20.6,1,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2024-05-20,5,30.56,66.8,26.7,1,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2024-05-27,5,0.0,65.5,28.9,5,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-06-03,8,134.59,91.0,25.9,8,170,105,65,17
Ward_005__Influenza,Ward_005,Influenza,2024-06-10,4,69.19,68.8,24.4,1,170,82,88,17
Ward_005__Influenza,Ward_005,Influenza,2024-06-17,6,41.12,66.6,28.9,1,170,86,84,17
Ward_005__Influenza,Ward_005,Influenza,2024-06-24,12,65.64,77.0,25.9,5,170,92,78,17
Ward_005__Influenza,Ward_005,Influenza,2024-07-01,4,110.83,81.5,25.4,2,170,87,83,17
Ward_005__Influenza,Ward_005,Influenza,2024-07-08,4,81.17,73.0,26.0,2,170,85,85,17
Ward_005__Influenza,Ward_005,Influenza,2024-07-15,4,58.35,69.4,26.5,5,170,81,89,17
Ward_005__Influenza,Ward_005,Influenza,2024-07-22,7,68.07,77.4,26.9,3,170,94,76,17
Ward_005__Influenza,Ward_005,Influenza,2024-07-29,6,94.28,72.0,28.0,3,170,96,74,17
Ward_005__Influenza,Ward_005,Influenza,2024-08-05,7,64.08,72.5,25.1,3,170,88,82,17
Ward_005__Influenza,Ward_005,Influenza,2024-08-12,7,50.13,70.2,24.1,9,170,97,73,17
Ward_005__Influenza,Ward_005,Influenza,2024-08-19,12,86.79,79.1,23.9,6,170,95,75,17
Ward_005__Influenza,Ward_005,Influenza,2024-08-26,1,39.94,64.4,27.6,2,170,86,84,17
Ward_005__Influenza,Ward_005,Influenza,2024-09-02,9,94.14,89.6,26.2,7,170,84,86,17
Ward_005__Influenza,Ward_005,Influenza,2024-09-09,8,94.69,75.2,27.1,4,170,96,74,17
Ward_005__Influenza,Ward_005,Influenza,2024-09-16,7,20.97,64.9,27.7,7,170,81,89,17
Ward_005__Influenza,Ward_005,Influenza,2024-09-23,4,37.99,67.0,28.6,1,170,90,80,17
Ward_005__Influenza,Ward_005,Influenza,2024-09-30,6,89.95,80.8,25.5,2,170,81,89,17
Ward_005__Influenza,Ward_005,Influenza,2024-10-07,7,4.69,58.8,27.0,2,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2024-10-14,3,17.3,64.6,24.0,2,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2024-10-21,1,12.39,67.3,27.3,0,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2024-10-28,1,14.59,65.2,26.7,0,170,72,98,17
Ward_005__Influenza,Ward_005,Influenza,2024-11-04,2,0.0,56.4,26.2,0,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-11-11,3,0.0,75.6,21.9,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-11-18,1,15.56,54.3,26.8,1,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2024-11-25,1,0.0,59.9,25.8,1,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-12-02,3,2.12,65.4,21.8,2,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2024-12-09,8,9.64,63.0,19.8,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2024-12-16,8,14.25,57.4,23.4,4,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2024-12-23,4,5.61,68.8,22.1,5,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2024-12-30,6,14.14,61.8,20.7,4,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2025-01-06,4,3.54,55.0,18.8,1,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2025-01-13,5,0.73,64.7,15.9,2,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2025-01-20,3,17.57,60.4,17.1,1,170,72,98,17
Ward_005__Influenza,Ward_005,Influenza,2025-01-27,5,31.93,58.5,19.7,1,170,80,90,17
Ward_005__Influenza,Ward_005,Influenza,2025-02-03,7,18.68,69.8,20.3,1,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2025-02-10,5,14.11,65.7,18.7,5,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2025-02-17,3,12.14,64.9,21.7,2,170,76,94,17
Ward_005__Influenza,Ward_005,Influenza,2025-02-24,7,16.77,54.3,16.3,2,170,78,92,17
Ward_005__Influenza,Ward_005,Influenza,2025-03-03,4,0.0,55.2,22.5,3,170,77,93,17
Ward_005__Influenza,Ward_005,Influenza,2025-03-10,5,15.17,70.0,24.2,1,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2025-03-17,4,18.74,58.4,30.3,1,170,72,98,17
Ward_005__Influenza,Ward_005,Influenza,2025-03-24,2,9.48,70.1,28.4,1,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2025-03-31,4,0.0,63.4,28.1,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2025-04-07,1,0.0,60.7,27.0,2,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2025-04-14,2,9.61,58.5,27.8,0,170,75,95,17
Ward_005__Influenza,Ward_005,Influenza,2025-04-21,2,15.72,65.2,24.3,1,170,74,96,17
Ward_005__Influenza,Ward_005,Influenza,2025-04-28,3,23.18,61.4,24.0,3,170,79,91,17
Ward_005__Influenza,Ward_005,Influenza,2025-05-05,5,2.44,53.6,26.0,2,170,74,96,17
