unique_id,taluka,disease,date,confirmed_cases,true_cases,taluka_true_cases,taluka_confirmed_cases,population,vacancy_rate,lab_capacity,public_reporting_rate,private_reporting_rate,private_ari_reports,private_fever_reports,antimalarial_sales,rifampicin_sales,taluka_antimalarial_sales,taluka_rifampicin_sales,rainfall_mm,humidity,temperature,mobility_index,pharma_scale,total_beds,occupied_beds,available_beds
Taluka_007__Malaria,Taluka_007,Malaria,2024-04-08,1,2,12,6,160268,0.159,0.432,0.5,0.349,1,4,10,6,46,23,0.7879745128094324,47.36903354036801,31.653094896178544,0.835,1.365,320,119,201
Taluka_007__Influenza,Taluka_007,Influenza,2024-04-08,1,4,12,6,160268,0.159,0.432,0.582,0.349,4,2,12,6,46,23,0.7879745128094324,47.36903354036801,31.653094896178544,0.835,1.365,320,119,201
Taluka_007__Cholera,Taluka_007,Cholera,2024-04-08,0,0,12,6,160268,0.159,0.432,0.558,0.349,0,0,12,6,46,23,0.7879745128094324,47.36903354036801,31.653094896178544,0.835,1.365,320,119,201
Taluka_007__Dengue,Taluka_007,Dengue,2024-04-15,2,4,12,2,160268,0.159,0.491,0.509,0.382,0,2,12,3,41,14,8.152554332867362,67.05193873229086,30.406490357900203,0.753,1.365,320,119,201
Taluka_007__Malaria,Taluka_007,Malaria,2024-04-15,0,4,12,2,160268,0.159,0.491,0.452,0.382,0,2,11,3,41,14,8.152554332867362,67.05193873229086,30.406490357900203,0.753,1.365,320,119,201
Taluka_007__Influenza,Taluka_007,Influenza,2024-04-15,0,4,12,2,160268,0.159,0.491,0.503,0.382,1,6,9,4,41,14,8.152554332867362,67.05193873229086,30.406490357900203,0.753,1.365,320,119,201
Taluka_007__Cholera,Taluka_007,Cholera,2024-04-15,0,0,12,2,160268,0.159,0.491,0.545,0.382,0,0,9,4,41,14,8.152554332867362,67.05193873229086,30.406490357900203,0.753,1.365,320,119,201
Taluka_007__Dengue,Taluka_007,Dengue,2024-04-22,0,2,10,6,160268,0.159,0.331,0.523,0.368,0,2,9,4,38,15,0.8674176754993645,52.969680307792814,27.286901284830112,0.923,1.365,320,118,202
Taluka_007__Malaria,Taluka_007,Malaria,2024-04-22,2,2,10,6,160268,0.159,0.331,0.479,0.368,1,0,11,5,38,15,0.8674176754993645,52.969680307792814,27.286901284830112,0.923,1.365,320,118,202
Taluka_007__Influenza,Taluka_007,Influenza,2024-04-22,2,4,10,6,160268,0.159,0.331,0.491,0.368,0,3,10,3,38,15,0.8674176754993645,52.969680307792814,27.286901284830112,0.923,1.365,320,118,202
Taluka_007__Cholera,Taluka_007,Cholera,2024-04-22,2,2,10,6,160268,0.159,0.331,0.485,0.368,1,1,8,3,38,15,0.8674176754993645,52.969680307792814,27.286901284830112,0.923,1.365,320,118,202
Taluka_007__Dengue,Taluka_007,Dengue,2024-04-29,2,6,14,5,160268,0.159,0.391,0.458,0.331,0,3,11,5,42,21,0.0,53.30668845402856,29.623464905077313,1.229,1.365,320,120,200
Taluka_007__Malaria,Taluka_007,Malaria,2024-04-29,0,2,14,5,160268,0.159,0.391,0.546,0.331,1,0,12,5,42,21,0.0,53.30668845402856,29.623464905077313,1.229,1.365,320,120,200
Taluka_007__Influenza,Taluka_007,Influenza,2024-04-29,2,5,14,5,160268,0.159,0.391,0.627,0.331,3,4,9,5,42,21,0.0,53.30668845402856,29.623464905077313,1.229,1.365,320,120,200
Taluka_007__Cholera,Taluka_007,Cholera,2024-04-29,1,1,14,5,160268,0.159,0.391,0.468,0.331,0,0,10,6,42,21,0.0,53.30668845402856,29.623464905077313,1.229,1.365,320,120,200
Taluka_007__Dengue,Taluka_007,Dengue,2024-05-06,1,4,8,3,160268,0.159,0.397,0.51,0.368,0,3,8,3,26,13,0.0,50.115628065605634,27.276217870532573,1.004,1.365,320,116,204
Taluka_007__Malaria,Taluka_007,Malaria,2024-05-06,0,1,8,3,160268,0.159,0.397,0.6,0.368,2,1,6,4,26,13,0.0,50.115628065605634,27.276217870532573,1.004,1.365,320,116,204
Taluka_007__Influenza,Taluka_007,Influenza,2024-05-06,2,3,8,3,160268,0.159,0.397,0.591,0.368,0,3,6,2,26,13,0.0,50.115628065605634,27.276217870532573,1.004,1.365,320,116,204
Taluka_007__Cholera,Taluka_007,Cholera,2024-05-06,0,0,8,3,160268,0.159,0.397,0.485,0.368,1,0,6,4,26,13,0.0,50.115628065605634,27.276217870532573,1.004,1.365,320,116,204
Taluka_007__Dengue,Taluka_007,Dengue,2024-05-13,0,2,9,1,160268,0.159,0.51,0.435,0.384,0,1,12,5,46,24,13.067550312694308,60.60514120882048,27.550204575191742,0.97,1.365,320,117,203
Taluka_007__Malaria,Taluka_007,Malaria,2024-05-13,0,1,9,1,160268,0.159,0.51,0.615,0.384,0,0,11,7,46,24,13.067550312694308,60.60514120882048,27.550204575191742,0.97,1.365,320,117,203
Taluka_007__Influenza,Taluka_007,Influenza,2024-05-13,0,5,9,1,160268,0.159,0.51,0.452,0.384,4,4,11,5,46,24,13.067550312694308,60.60514120882048,27.550204575191742,0.97,1.365,320,117,203
Taluka_007__Cholera,Taluka_007,Cholera,2024-05-13,1,1,9,1,160268,0.159,0.51,0.422,0.384,0,3,12,7,46,24,13.067550312694308,60.60514120882048,27.550204575191742,0.97,1.365,320,117,203
Taluka_007__Dengue,Taluka_007,Dengue,2024-05-20,1,8,14,2,160268,0.159,0.487,0.438,0.34,4,4,14,5,44,17,4.087684671762341,60.94122571857862,27.981411818847647,0.887,1.365,320,120,200
Taluka_007__Malaria,Taluka_007,Malaria,2024-05-20,1,3,14,2,160268,0.159,0.487,0.532,0.34,1,1,11,5,44,17,4.087684671762341,60.94122571857862,27.981411818847647,0.887,1.365,320,120,200
Taluka_007__Influenza,Taluka_007,Influenza,2024-05-20,0,3,14,2,160268,0.159,0.487,0.56,0.34,2,1,11,4,44,17,4.087684671762341,60.94122571857862,27.981411818847647,0.887,1.365,320,120,200
Taluka_007__Cholera,Taluka_007,Cholera,2024-05-20,0,0,14,2,160268,0.159,0.487,0.484,0.34,0,1,8,3,44,17,4.087684671762341,60.94122571857862,27.981411818847647,0.887,1.365,320,120,200
Taluka_007__Dengue,Taluka_007,Dengue,2024-05-27,3,6,17,5,160268,0.159,0.443,0.515,0.38,2,1,8,6,31,21,14.354538895167622,62.23519291049189,27.94018024237577,0.868,1.365,320,122,198
Taluka_007__Malaria,Taluka_007,Malaria,2024-05-27,0,2,17,5,160268,0.159,0.443,0.568,0.38,0,0,6,5,31,21,14.354538895167622,62.23519291049189,27.94018024237577,0.868,1.365,320,122,198
Taluka_007__Influenza,Taluka_007,Influenza,2024-05-27,2,7,17,5,160268,0.159,0.443,0.435,0.38,2,5,10,4,31,21,14.354538895167622,62.23519291049189,27.94018024237577,0.868,1.365,320,122,198
Taluka_007__Cholera,Taluka_007,Cholera,2024-05-27,0,2,17,5,160268,0.159,0.443,0.506,0.38,0,2,7,6,31,21,14.354538895167622,62.23519291049189,27.94018024237577,0.868,1.365,320,122,198
Taluka_007__Dengue,Taluka_007,Dengue,2024-06-03,2,10,19,8,160268,0.159,0.416,0.471,0.347,0,3,22,7,86,25,97.08786048184656,61.92784751990697,21.47447890179283,1.005,1.365,320,123,197
Taluka_007__Malaria,Taluka_007,Malaria,2024-06-03,2,5,19,8,160268,0.159,0.416,0.53,0.347,1,5,23,7,86,25,97.08786048184656,61.92784751990697,21.47447890179283,1.005,1.365,320,123,197
Taluka_007__Influenza,Taluka_007,Influenza,2024-06-03,1,1,19,8,160268,0.159,0.416,0.47,0.347,1,2,22,6,86,25,97.08786048184656,61.92784751990697,21.47447890179283,1.005,1.365,320,123,197
Taluka_007__Cholera,Taluka_007,Cholera,2024-06-03,3,3,19,8,160268,0.159,0.416,0.503,0.347,0,4,19,5,86,25,97.08786048184656,61.92784751990697,21.47447890179283,1.005,1.365,320,123,197
Taluka_007__Dengue,Taluka_007,Dengue,2024-06-10,9,22,45,23,160268,0.159,0.492,0.497,0.368,4,15,34,5,126,14,137.945945041391,67.80063375209602,27.81358948871271,1.272,1.365,320,139,181
Taluka_007__Malaria,Taluka_007,Malaria,2024-06-10,4,7,45,23,160268,0.159,0.492,0.534,0.368,2,1,31,2,126,14,137.945945041391,67.80063375209602,27.81358948871271,1.272,1.365,320,139,181
Taluka_007__Influenza,Taluka_007,Influenza,2024-06-10,5,8,45,23,160268,0.159,0.492,0.544,0.368,5,2,31,4,126,14,137.945945041391,67.80063375209602,27.81358948871271,1.272,1.365,320,139,181
Taluka_007__Cholera,Taluka_007,Cholera,2024-06-10,5,8,45,23,160268,0.159,0.492,0.516,0.368,0,2,30,3,126,14,137.945945041391,67.80063375209602,27.81358948871271,1.272,1.365,320,139,181
Taluka_007__Dengue,Taluka_007,Dengue,2024-06-17,6,14,44,21,160268,0.159,0.434,0.531,0.396,2,7,29,7,120,27,123.65244614981198,84.6806460119275,23.980991455729708,0.927,1.365,320,138,182
Taluka_007__Malaria,Taluka_007,Malaria,2024-06-17,4,6,44,21,160268,0.159,0.434,0.507,0.396,0,2,29,6,120,27,123.65244614981198,84.6806460119275,23.980991455729708,0.927,1.365,320,138,182
Taluka_007__Influenza,Taluka_007,Influenza,2024-06-17,5,9,44,21,160268,0.159,0.434,0.493,0.396,6,4,30,6,120,27,123.65244614981198,84.6806460119275,23.980991455729708,0.927,1.365,320,138,182
Taluka_007__Cholera,Taluka_007,Cholera,2024-06-17,6,15,44,21,160268,0.159,0.434,0.451,0.396,4,14,32,8,120,27,123.65244614981198,84.6806460119275,23.980991455729708,0.927,1.365,320,138,182
Taluka_007__Dengue,Taluka_007,Dengue,2024-06-24,2,8,18,5,160268,0.159,0.433,0.516,0.413,1,1,29,5,112,23,141.31636278586853,70.34472994635834,29.39327696040501,0.618,1.365,320,122,198
Taluka_007__Malaria,Taluka_007,Malaria,2024-06-24,1,4,18,5,160268,0.159,0.433,0.541,0.413,1,0,28,5,112,23,141.31636278586853,70.34472994635834,29.39327696040501,0.618,1.365,320,122,198
Taluka_007__Influenza,Taluka_007,Influenza,2024-06-24,2,4,18,5,160268,0.159,0.433,0.517,0.413,4,1,27,7,112,23,141.31636278586853,70.34472994635834,29.39327696040501,0.618,1.365,320,122,198
Taluka_007__Cholera,Taluka_007,Cholera,2024-06-24,0,2,18,5,160268,0.159,0.433,0.565,0.413,0,2,28,6,112,23,141.31636278586853,70.34472994635834,29.39327696040501,0.618,1.365,320,122,198
Taluka_007__Dengue,Taluka_007,Dengue,2024-07-01,5,12,47,14,160268,0.159,0.471,0.53,0.431,2,7,25,5,109,14,107.30295992057899,61.16359648513246,28.14753862393056,1.179,1.365,320,140,180
Taluka_007__Malaria,Taluka_007,Malaria,2024-07-01,5,17,47,14,160268,0.159,0.471,0.521,0.431,2,6,31,3,109,14,107.30295992057899,61.16359648513246,28.14753862393056,1.179,1.365,320,140,180
Taluka_007__Influenza,Taluka_007,Influenza,2024-07-01,1,4,47,14,160268,0.159,0.471,0.474,0.431,3,5,27,3,109,14,107.30295992057899,61.16359648513246,28.14753862393056,1.179,1.365,320,140,180
Taluka_007__Cholera,Taluka_007,Cholera,2024-07-01,3,14,47,14,160268,0.159,0.471,0.467,0.431,2,10,26,3,109,14,107.30295992057899,61.16359648513246,28.14753862393056,1.179,1.365,320,140,180
Taluka_007__Dengue,Taluka_007,Dengue,2024-07-08,5,11,41,17,160268,0.159,0.438,0.495,0.431,3,6,28,3,115,16,138.71274787991732,68.84667569816936,30.888147270193414,0.808,1.365,320,136,184
Taluka_007__Malaria,Taluka_007,Malaria,2024-07-08,0,6,41,17,160268,0.159,0.438,0.571,0.431,3,1,27,4,115,16,138.71274787991732,68.84667569816936,30.888147270193414,0.808,1.365,320,136,184
Taluka_007__Influenza,Taluka_007,Influenza,2024-07-08,11,22,41,17,160268,0.159,0.438,0.553,0.431,14,9,33,5,115,16,138.71274787991732,68.84667569816936,30.888147270193414,0.808,1.365,320,136,184
Taluka_007__Cholera,Taluka_007,Cholera,2024-07-08,1,2,41,17,160268,0.159,0.438,0.398,0.431,1,1,27,4,115,16,138.71274787991732,68.84667569816936,30.888147270193414,0.808,1.365,320,136,184
Taluka_007__Dengue,Taluka_007,Dengue,2024-07-15,2,12,29,8,160268,0.159,0.479,0.61,0.435,3,4,18,6,67,21,76.45692768433477,62.19283025911042,32.179816257048316,0.97,1.365,320,129,191
Taluka_007__Malaria,Taluka_007,Malaria,2024-07-15,3,6,29,8,160268,0.159,0.479,0.529,0.435,3,5,15,4,67,21,76.45692768433477,62.19283025911042,32.179816257048316,0.97,1.365,320,129,191
Taluka_007__Influenza,Taluka_007,Influenza,2024-07-15,2,6,29,8,160268,0.159,0.479,0.494,0.435,8,1,16,6,67,21,76.45692768433477,62.19283025911042,32.179816257048316,0.97,1.365,320,129,191
Taluka_007__Cholera,Taluka_007,Cholera,2024-07-15,1,5,29,8,160268,0.159,0.479,0.535,0.435,1,4,18,5,67,21,76.45692768433477,62.19283025911042,32.179816257048316,0.97,1.365,320,129,191
Taluka_007__Dengue,Taluka_007,Dengue,2024-07-22,2,7,24,6,160268,0.159,0.436,0.522,0.467,0,2,33,6,123,22,154.71139776142314,69.45524433007455,24.397358031952976,0.837,1.365,320,126,194
Taluka_007__Malaria,Taluka_007,Malaria,2024-07-22,1,5,24,6,160268,0.159,0.436,0.469,0.467,1,4,30,4,123,22,154.71139776142314,69.45524433007455,24.397358031952976,0.837,1.365,320,126,194
Taluka_007__Influenza,Taluka_007,Influenza,2024-07-22,2,9,24,6,160268,0.159,0.436,0.51,0.467,6,5,30,6,123,22,154.71139776142314,69.45524433007455,24.397358031952976,0.837,1.365,320,126,194
Taluka_007__Cholera,Taluka_007,Cholera,2024-07-22,1,3,24,6,160268,0.159,0.436,0.548,0.467,1,0,30,6,123,22,154.71139776142314,69.45524433007455,24.397358031952976,0.837,1.365,320,126,194
Taluka_007__Dengue,Taluka_007,Dengue,2024-07-29,7,22,35,13,160268,0.159,0.429,0.449,0.419,4,9,35,5,133,14,155.84082228213026,71.53396849603863,26.721435983708933,1.244,1.365,320,133,187
Taluka_007__Malaria,Taluka_007,Malaria,2024-07-29,2,4,35,13,160268,0.159,0.429,0.451,0.419,0,3,34,3,133,14,155.84082228213026,71.53396849603863,26.721435983708933,1.244,1.365,320,133,187
Taluka_007__Influenza,Taluka_007,Influenza,2024-07-29,3,6,35,13,160268,0.159,0.429,0.486,0.419,4,3,31,2,133,14,155.84082228213026,71.53396849603863,26.721435983708933,1.244,1.365,320,133,187
Taluka_007__Cholera,Taluka_007,Cholera,2024-07-29,1,3,35,13,160268,0.159,0.429,0.517,0.419,0,4,33,4,133,14,155.84082228213026,71.53396849603863,26.721435983708933,1.244,1.365,320,133,187
Taluka_007__Dengue,Taluka_007,Dengue,2024-08-05,5,9,20,8,160268,0.159,0.467,0.567,0.525,4,4,28,2,102,11,138.06231248875807,71.56686115078753,30.810094627625492,0.836,1.365,320,124,196
Taluka_007__Malaria,Taluka_007,Malaria,2024-08-05,1,6,20,8,160268,0.159,0.467,0.579,0.525,2,5,28,3,102,11,138.06231248875807,71.56686115078753,30.810094627625492,0.836,1.365,320,124,196
Taluka_007__Influenza,Taluka_007,Influenza,2024-08-05,1,3,20,8,160268,0.159,0.467,0.562,0.525,2,1,23,2,102,11,138.06231248875807,71.56686115078753,30.810094627625492,0.836,1.365,320,124,196
Taluka_007__Cholera,Taluka_007,Cholera,2024-08-05,1,2,20,8,160268,0.159,0.467,0.512,0.525,0,0,23,4,102,11,138.06231248875807,71.56686115078753,30.810094627625492,0.836,1.365,320,124,196
Taluka_007__Dengue,Taluka_007,Dengue,2024-08-12,9,24,53,18,160268,0.159,0.427,0.488,0.508,7,7,33,6,121,22,153.76165651491618,73.56034730507395,29.07142570703774,1.01,1.365,320,143,177
Taluka_007__Malaria,Taluka_007,Malaria,2024-08-12,3,11,53,18,160268,0.159,0.427,0.452,0.508,2,4,29,5,121,22,153.76165651491618,73.56034730507395,29.07142570703774,1.01,1.365,320,143,177
Taluka_007__Influenza,Taluka_007,Influenza,2024-08-12,1,6,53,18,160268,0.159,0.427,0.407,0.508,3,1,28,5,121,22,153.76165651491618,73.56034730507395,29.07142570703774,1.01,1.365,320,143,177
Taluka_007__Cholera,Taluka_007,Cholera,2024-08-12,5,12,53,18,160268,0.159,0.427,0.588,0.508,5,6,31,6,121,22,153.76165651491618,73.56034730507395,29.07142570703774,1.01,1.365,320,143,177
Taluka_007__Dengue,Taluka_007,Dengue,2024-08-19,6,12,20,12,160268,0.159,0.397,0.393,0.46,5,4,22,3,85,11,104.324441321836,66.526220056295,30.170392385523634,0.812,1.365,320,124,196
Taluka_007__Malaria,Taluka_007,Malaria,2024-08-19,1,2,20,12,160268,0.159,0.397,0.498,0.46,0,0,21,2,85,11,104.324441321836,66.526220056295,30.170392385523634,0.812,1.365,320,124,196
Taluka_007__Influenza,Taluka_007,Influenza,2024-08-19,4,5,20,12,160268,0.159,0.397,0.448,0.46,2,2,20,4,85,11,104.324441321836,66.526220056295,30.170392385523634,0.812,1.365,320,124,196
Taluka_007__Cholera,Taluka_007,Cholera,2024-08-19,1,1,20,12,160268,0.159,0.397,0.48,0.46,0,1,22,2,85,11,104.324441321836,66.526220056295,30.170392385523634,0.812,1.365,320,124,196
Taluka_007__Dengue,Taluka_007,Dengue,2024-08-26,4,9,25,10,160268,0.159,0.351,0.525,0.524,1,4,27,3,117,16,141.90797313848486,69.20588005255648,22.07158387180066,0.82,1.365,320,127,193
Taluka_007__Malaria,Taluka_007,Malaria,2024-08-26,2,10,25,10,160268,0.159,0.351,0.511,0.524,1,3,32,4,117,16,141.90797313848486,69.20588005255648,22.07158387180066,0.82,1.365,320,127,193
Taluka_007__Influenza,Taluka_007,Influenza,2024-08-26,3,5,25,10,160268,0.159,0.351,0.452,0.524,4,2,30,5,117,16,141.90797313848486,69.20588005255648,22.07158387180066,0.82,1.365,320,127,193
Taluka_007__Cholera,Taluka_007,Cholera,2024-08-26,1,1,25,10,160268,0.159,0.351,0.531,0.524,0,0,28,4,117,16,141.90797313848486,69.20588005255648,22.07158387180066,0.82,1.365,320,127,193
Taluka_007__Dengue,Taluka_007,Dengue,2024-09-02,4,13,33,12,160268,0.159,0.449,0.442,0.548,5,10,21,5,79,16,101.75348090917372,76.06134348474113,27.115794763066,1.047,1.365,320,131,189
Taluka_007__Malaria,Taluka_007,Malaria,2024-09-02,4,12,33,12,160268,0.159,0.449,0.504,0.548,2,4,21,5,79,16,101.75348090917372,76.06134348474113,27.115794763066,1.047,1.365,320,131,189
Taluka_007__Influenza,Taluka_007,Influenza,2024-09-02,4,6,33,12,160268,0.159,0.449,0.48,0.548,5,6,19,4,79,16,101.75348090917372,76.06134348474113,27.115794763066,1.047,1.365,320,131,189
Taluka_007__Cholera,Taluka_007,Cholera,2024-09-02,0,2,33,12,160268,0.159,0.449,0.427,0.548,0,2,18,2,79,16,101.75348090917372,76.06134348474113,27.115794763066,1.047,1.365,320,131,189
Taluka_007__Dengue,Taluka_007,Dengue,2024-09-09,7,13,27,13,160268,0.159,0.432,0.519,0.55,1,7,31,7,110,21,123.70184250158545,66.60146128047936,27.197518054315424,0.997,1.365,320,128,192
Taluka_007__Malaria,Taluka_007,Malaria,2024-09-09,3,6,27,13,160268,0.159,0.432,0.411,0.55,1,1,29,4,110,21,123.70184250158545,66.60146128047936,27.197518054315424,0.997,1.365,320,128,192
Taluka_007__Influenza,Taluka_007,Influenza,2024-09-09,3,7,27,13,160268,0.159,0.432,0.436,0.55,2,1,26,5,110,21,123.70184250158545,66.60146128047936,27.197518054315424,0.997,1.365,320,128,192
Taluka_007__Cholera,Taluka_007,Cholera,2024-09-09,0,1,27,13,160268,0.159,0.432,0.487,0.55,1,0,24,5,110,21,123.70184250158545,66.60146128047936,27.197518054315424,0.997,1.365,320,128,192
Taluka_007__Dengue,Taluka_007,Dengue,2024-09-16,2,8,32,11,160268,0.159,0.402,0.522,0.655,2,5,36,7,139,28,183.54804372494877,67.93404347054775,26.30783535727541,0.866,1.365,320,131,189
Taluka_007__Malaria,Taluka_007,Malaria,2024-09-16,3,5,32,11,160268,0.159,0.402,0.487,0.655,2,3,32,7,139,28,183.54804372494877,67.93404347054775,26.30783535727541,0.866,1.365,320,131,189
Taluka_007__Influenza,Taluka_007,Influenza,2024-09-16,0,3,32,11,160268,0.159,0.402,0.455,0.655,0,0,34,6,139,28,183.54804372494877,67.93404347054775,26.30783535727541,0.866,1.365,320,131,189
Taluka_007__Cholera,Taluka_007,Cholera,2024-09-16,6,16,32,11,160268,0.159,0.402,0.495,0.655,2,13,37,8,139,28,183.54804372494877,67.93404347054775,26.30783535727541,0.866,1.365,320,131,189
Taluka_007__Dengue,Taluka_007,Dengue,2024-09-23,11,19,36,17,160268,0.159,0.295,0.532,0.664,9,5,33,6,125,22,156.98226373148566,77.52467031689675,27.699917682708648,0.689,1.365,320,133,187
Taluka_007__Malaria,Taluka_007,Malaria,2024-09-23,4,8,36,17,160268,0.159,0.295,0.427,0.664,0,4,33,5,125,22,156.98226373148566,77.52467031689675,27.699917682708648,0.689,1.365,320,133,187
Taluka_007__Influenza,Taluka_007,Influenza,2024-09-23,0,6,36,17,160268,0.159,0.295,0.456,0.664,3,1,31,6,125,22,156.98226373148566,77.52467031689675,27.699917682708648,0.689,1.365,320,133,187
Taluka_007__Cholera,Taluka_007,Cholera,2024-09-23,2,3,36,17,160268,0.159,0.295,0.475,0.664,2,0,28,5,125,22,156.98226373148566,77.52467031689675,27.699917682708648,0.689,1.365,320,133,187
Taluka_007__Dengue,Taluka_007,Dengue,2024-09-30,7,20,40,14,160268,0.159,0.443,0.618,0.622,4,9,28,6,92,21,78.79859646664782,61.97188300339657,25.872059936744915,1.183,1.365,320,136,184
Taluka_007__Malaria,Taluka_007,Malaria,2024-09-30,3,11,40,14,160268,0.159,0.443,0.605,0.622,4,10,21,5,92,21,78.79859646664782,61.97188300339657,25.872059936744915,1.183,1.365,320,136,184
Taluka_007__Influenza,Taluka_007,Influenza,2024-09-30,2,5,40,14,160268,0.159,0.443,0.478,0.622,6,5,20,6,92,21,78.79859646664782,61.97188300339657,25.872059936744915,1.183,1.365,320,136,184
Taluka_007__Cholera,Taluka_007,Cholera,2024-09-30,2,4,40,14,160268,0.159,0.443,0.622,0.622,1,2,23,4,92,21,78.79859646664782,61.97188300339657,25.872059936744915,1.183,1.365,320,136,184
Taluka_007__Dengue,Taluka_007,Dengue,2024-10-07,4,13,27,10,160268,0.159,0.411,0.487,0.679,2,8,22,6,81,15,92.87337138141413,60.947500328498826,25.78791029165862,1.069,1.365,320,128,192
Taluka_007__Malaria,Taluka_007,Malaria,2024-10-07,4,6,27,10,160268,0.159,0.411,0.493,0.679,1,2,20,3,81,15,92.87337138141413,60.947500328498826,25.78791029165862,1.069,1.365,320,128,192
Taluka_007__Influenza,Taluka_007,Influenza,2024-10-07,1,5,27,10,160268,0.159,0.411,0.506,0.679,3,0,19,3,81,15,92.87337138141413,60.947500328498826,25.78791029165862,1.069,1.365,320,128,192
Taluka_007__Cholera,Taluka_007,Cholera,2024-10-07,1,3,27,10,160268,0.159,0.411,0.513,0.679,3,2,20,3,81,15,92.87337138141413,60.947500328498826,25.78791029165862,1.069,1.365,320,128,192
Taluka_007__Dengue,Taluka_007,Dengue,2024-10-14,2,10,19,8,160268,0.159,0.482,0.488,0.688,2,2,19,4,75,15,62.5123379675793,65.62329571038971,24.83556044538648,1.006,1.365,320,123,197
Taluka_007__Malaria,Taluka_007,Malaria,2024-10-14,2,4,19,8,160268,0.159,0.482,0.488,0.688,0,2,17,3,75,15,62.5123379675793,65.62329571038971,24.83556044538648,1.006,1.365,320,123,197
Taluka_007__Influenza,Taluka_007,Influenza,2024-10-14,3,4,19,8,160268,0.159,0.482,0.487,0.688,2,3,20,5,75,15,62.5123379675793,65.62329571038971,24.83556044538648,1.006,1.365,320,123,197
Taluka_007__Cholera,Taluka_007,Cholera,2024-10-14,1,1,19,8,160268,0.159,0.482,0.528,0.688,0,0,19,3,75,15,62.5123379675793,65.62329571038971,24.83556044538648,1.006,1.365,320,123,197
Taluka_007__Dengue,Taluka_007,Dengue,2024-10-21,4,9,13,5,160268,0.159,0.511,0.541,0.731,2,6,22,7,79,24,89.890578819117,62.537592052465435,28.24938367795547,1.024,1.365,320,119,201
Taluka_007__Malaria,Taluka_007,Malaria,2024-10-21,1,4,13,5,160268,0.159,0.511,0.564,0.731,2,1,20,6,79,24,89.890578819117,62.537592052465435,28.24938367795547,1.024,1.365,320,119,201
Taluka_007__Influenza,Taluka_007,Influenza,2024-10-21,0,0,13,5,160268,0.159,0.511,0.533,0.731,0,0,17,6,79,24,89.890578819117,62.537592052465435,28.24938367795547,1.024,1.365,320,119,201
Taluka_007__Cholera,Taluka_007,Cholera,2024-10-21,0,0,13,5,160268,0.159,0.511,0.551,0.731,0,1,20,5,79,24,89.890578819117,62.537592052465435,28.24938367795547,1.024,1.365,320,119,201
Taluka_007__Dengue,Taluka_007,Dengue,2024-10-28,4,10,34,11,160268,0.159,0.389,0.505,0.708,0,4,21,5,77,15,82.14157832328662,76.9706242202056,34.81776166135008,0.982,1.365,320,132,188
Taluka_007__Malaria,Taluka_007,Malaria,2024-10-28,1,5,34,11,160268,0.159,0.389,0.565,0.708,0,3,17,4,77,15,82.14157832328662,76.9706242202056,34.81776166135008,0.982,1.365,320,132,188
Taluka_007__Influenza,Taluka_007,Influenza,2024-10-28,4,15,34,11,160268,0.159,0.389,0.372,0.708,14,9,23,4,77,15,82.14157832328662,76.9706242202056,34.81776166135008,0.982,1.365,320,132,188
Taluka_007__Cholera,Taluka_007,Cholera,2024-10-28,2,4,34,11,160268,0.159,0.389,0.542,0.708,0,3,16,2,77,15,82.14157832328662,76.9706242202056,34.81776166135008,0.982,1.365,320,132,188
Taluka_007__Dengue,Taluka_007,Dengue,2024-11-04,1,6,11,2,160268,0.159,0.401,0.45,0.775,0,4,11,6,41,25,13.863296149654827,64.9981699330747,25.672455896155654,0.804,1.365,320,118,202
Taluka_007__Malaria,Taluka_007,Malaria,2024-11-04,1,3,11,2,160268,0.159,0.401,0.477,0.775,1,2,10,6,41,25,13.863296149654827,64.9981699330747,25.672455896155654,0.804,1.365,320,118,202
Taluka_007__Influenza,Taluka_007,Influenza,2024-11-04,0,2,11,2,160268,0.159,0.401,0.525,0.775,2,1,8,7,41,25,13.863296149654827,64.9981699330747,25.672455896155654,0.804,1.365,320,118,202
Taluka_007__Cholera,Taluka_007,Cholera,2024-11-04,0,0,11,2,160268,0.159,0.401,0.476,0.775,0,0,12,6,41,25,13.863296149654827,64.9981699330747,25.672455896155654,0.804,1.365,320,118,202
Taluka_007__Dengue,Taluka_007,Dengue,2024-11-11,4,12,24,8,160268,0.159,0.483,0.513,0.739,2,8,10,7,29,25,6.76387665170877,55.44824513300386,29.337559152598192,1.246,1.365,320,126,194
Taluka_007__Malaria,Taluka_007,Malaria,2024-11-11,0,3,24,8,160268,0.159,0.483,0.448,0.739,0,3,6,7,29,25,6.76387665170877,55.44824513300386,29.337559152598192,1.246,1.365,320,126,194
Taluka_007__Influenza,Taluka_007,Influenza,2024-11-11,3,6,24,8,160268,0.159,0.483,0.464,0.739,5,3,6,5,29,25,6.76387665170877,55.44824513300386,29.337559152598192,1.246,1.365,320,126,194
Taluka_007__Cholera,Taluka_007,Cholera,2024-11-11,1,3,24,8,160268,0.159,0.483,0.526,0.739,1,4,7,6,29,25,6.76387665170877,55.44824513300386,29.337559152598192,1.246,1.365,320,126,194
Taluka_007__Dengue,Taluka_007,Dengue,2024-11-18,3,5,14,7,160268,0.159,0.441,0.389,0.827,1,2,8,4,34,16,13.943899854634275,53.733938797394615,28.41101471582185,0.92,1.365,320,120,200
